version,company_name,industry,market_cap,goal,impact
Previous,SAKAE HOLDINGS LTD.,Restaurants,5.186252372799999,13 - Climate change,-1801.2846747436136
Previous,ADVIK LABORATORIES LIMITED,Pharmaceuticals,0.09638951299000001,03 - Health,86421600.94200417
Previous,ADVIK LABORATORIES LIMITED,Pharmaceuticals,0.09638951299000001,13 - Climate change,-12704.250175978366
Previous,"Lifestyle Medical Network, Inc.",Health Care Services,5.55096,03 - Health,-38.51262250833139
Previous,"Lifestyle Medical Network, Inc.",Health Care Services,5.55096,13 - Climate change,-406.15826014891104
Previous,"Kakaku.com,Inc.",Technology,3760.28593575,03 - Health,-8.220384721065518
Previous,"Kakaku.com,Inc.",Technology,3760.28593575,13 - Climate change,-465.9164766142787
Previous,BKS Bank AG,Banks,590.1573297599998,03 - Health,-191.51934805679954
Previous,BKS Bank AG,Banks,590.1573297599998,13 - Climate change,-379.08292132702564
Previous,"HUA XIA BANK CO., Limited",Banks,13806.179556,03 - Health,-151.1263974001732
Previous,"HUA XIA BANK CO., Limited",Banks,13806.179556,13 - Climate change,-115.98870767090878
Previous,"I'rom Group Co., Ltd.",Health Care Services,141.612171975,03 - Health,-299.8636492639256
Previous,"I'rom Group Co., Ltd.",Health Care Services,141.612171975,13 - Climate change,-931.1154652170991
Previous,Bank fuer Tirol und Vorarlberg Aktiengesellschaft,Banks,1149.3072719999998,03 - Health,-191.51934805679957
Previous,Bank fuer Tirol und Vorarlberg Aktiengesellschaft,Banks,1149.3072719999998,13 - Climate change,-314.03734656298906
Previous,CARE TWENTYONE CORPORATION,Health Care Services,86.7679936425,03 - Health,-38.51262250833139
Previous,CARE TWENTYONE CORPORATION,Health Care Services,86.7679936425,13 - Climate change,-996.4870702126582
Previous,Kreditna Banka Zagreb dd,Banks,,03 - Health,-191.51934805679954
Previous,Kreditna Banka Zagreb dd,Banks,,13 - Climate change,-177.10367648622392
Previous,Istarska Kreditna Banka Umag DD,Banks,32.596100160000006,03 - Health,-191.51934805679957
Previous,Istarska Kreditna Banka Umag DD,Banks,32.596100160000006,13 - Climate change,-177.10367648622392
Previous,UNION INTERNATIONALE DE BANQUES S.A.,Banks,201.15196008599997,03 - Health,-191.51934805679954
Previous,UNION INTERNATIONALE DE BANQUES S.A.,Banks,201.15196008599997,13 - Climate change,-447.2866080003534
Previous,GODAVARI DRUGS LIMITED,Pharmaceuticals,1.21854327527,03 - Health,86421600.94200417
Previous,GODAVARI DRUGS LIMITED,Pharmaceuticals,1.21854327527,13 - Climate change,-5231.1323130113515
Previous,IMMUPHARMA PLC,Pharmaceuticals,44.252611375,03 - Health,77600781.99414824
Previous,IMMUPHARMA PLC,Pharmaceuticals,44.252611375,13 - Climate change,-3580.456936265805
Previous,SYSCHEM (INDIA) LIMITED,Pharmaceuticals,1.9954440669,03 - Health,86421600.94200417
Previous,SYSCHEM (INDIA) LIMITED,Pharmaceuticals,1.9954440669,13 - Climate change,-6806.96719
Previous,CHOONG ANG VACCINE LABORATORY,Pharmaceuticals,146.628857835,03 - Health,-62.20573134856224
Previous,CHOONG ANG VACCINE LABORATORY,Pharmaceuticals,146.628857835,13 - Climate change,-2481.3797779987863
Previous,PHARMAXIS LTD,Pharmaceuticals,18.337513139200002,03 - Health,19004962.775496572
Previous,PHARMAXIS LTD,Pharmaceuticals,18.337513139200002,13 - Climate change,-8472.244961
Previous,"MEDICAL MARIJUANA, INC.",Health Care Services,56.6762,03 - Health,-38.51262250833139
Previous,"MEDICAL MARIJUANA, INC.",Health Care Services,56.6762,13 - Climate change,-406.15826014891104
Previous,"Karula Co., Ltd.",Restaurants,22.387673715,03 - Health,-365.568114490791
Previous,"Karula Co., Ltd.",Restaurants,22.387673715,13 - Climate change,-1639.845467006976
Previous,DIP Corporation,Technology,1305.1026060000002,03 - Health,-8.220384721065523
Previous,DIP Corporation,Technology,1305.1026060000002,13 - Climate change,-471.85118470056636
Previous,VIRGIN AUSTRALIA HOLDINGS LIMITED,Airlines,1008.8105745,03 - Health,-20398.558710207013
Previous,VIRGIN AUSTRALIA HOLDINGS LIMITED,Airlines,1008.8105745,13 - Climate change,-40243.56623776076
Previous,Audioboom Group Plc,Technology,54.50750112500001,03 - Health,-13.195113336777482
Previous,Audioboom Group Plc,Technology,54.50750112500001,13 - Climate change,-823.9288486650757
Previous,SURNADAL SPAREBANK,Banks,27.292438626,03 - Health,-191.51934805679957
Previous,SURNADAL SPAREBANK,Banks,27.292438626,13 - Climate change,-177.10367648622392
Previous,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,Pharmaceuticals,321.989027556,03 - Health,-324.32031632854455
Previous,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,Pharmaceuticals,321.989027556,13 - Climate change,-1196.5870787000001
Previous,SINCLAIR PHARMA LIMITED,Pharmaceuticals,209.653664,03 - Health,-324.32031632854455
Previous,SINCLAIR PHARMA LIMITED,Pharmaceuticals,209.653664,13 - Climate change,-491.3861890000001
Previous,"AfreecaTV Co., Ltd.",Technology,568.858815755,03 - Health,-21.038893944034577
Previous,"AfreecaTV Co., Ltd.",Technology,568.858815755,13 - Climate change,-952.9733493176628
Previous,NORWEGIAN AIR SHUTTLE ASA,Airlines,393.27463381,03 - Health,-24836.84283879191
Previous,NORWEGIAN AIR SHUTTLE ASA,Airlines,393.27463381,13 - Climate change,-51987.478036463326
Previous,"Alfa-Bank, Public Joint Stock Company",Banks,,03 - Health,-191.51934805679952
Previous,"Alfa-Bank, Public Joint Stock Company",Banks,,13 - Climate change,-177.10367648622392
Previous,Y.S.P. Southeast Asia Holding Bhd.,Pharmaceuticals,78.457848644,03 - Health,79004690.9241179
Previous,Y.S.P. Southeast Asia Holding Bhd.,Pharmaceuticals,78.457848644,13 - Climate change,-1939.59971
Previous,Colinz Laboratories Ltd.,Pharmaceuticals,0.5718701081,03 - Health,86421600.94200417
Previous,Colinz Laboratories Ltd.,Pharmaceuticals,0.5718701081,13 - Climate change,-9548.01981195057
Previous,"UNIVERSAL VISION BIOTECHNOLOGY CO., LTD.",Health Care Services,606.91181126,03 - Health,58751076.357708596
Previous,"UNIVERSAL VISION BIOTECHNOLOGY CO., LTD.",Health Care Services,606.91181126,13 - Climate change,-1257.009747981881
Previous,DOLPHIN MEDICAL SERVICES LTD,Health Care Services,0.105774464802,03 - Health,216669377.7993775
Previous,DOLPHIN MEDICAL SERVICES LTD,Health Care Services,0.105774464802,13 - Climate change,-406.1582601489109
Previous,Public Joint Stock Company West Siberian Commercial Bank,Banks,19.1723,03 - Health,-191.51934805679954
Previous,Public Joint Stock Company West Siberian Commercial Bank,Banks,19.1723,13 - Climate change,-177.10367648622392
Previous,AGRICULTURAL BANK OF CHINA LIMITED,Banks,107590.37382,03 - Health,-261.8460312804249
Previous,AGRICULTURAL BANK OF CHINA LIMITED,Banks,107590.37382,13 - Climate change,-65.64137513531851
Previous,Source Natural Foods & Herbal Supplements Ltd.,Pharmaceuticals,6.520067361000001,03 - Health,-324.32031632854455
Previous,Source Natural Foods & Herbal Supplements Ltd.,Pharmaceuticals,6.520067361000001,13 - Climate change,-12268.428769909064
Previous,Y's table corp.,Restaurants,47.791497045,03 - Health,-365.568114490791
Previous,Y's table corp.,Restaurants,47.791497045,13 - Climate change,-1676.5304806296556
Previous,"ESTECHPHARMA CO., LTD",Pharmaceuticals,127.76337068,03 - Health,71207500.6264163
Previous,"ESTECHPHARMA CO., LTD",Pharmaceuticals,127.76337068,13 - Climate change,-1886.255799001795
Previous,BODY AND MIND INC.,Pharmaceuticals,25.702456293100003,03 - Health,-324.3203163285446
Previous,BODY AND MIND INC.,Pharmaceuticals,25.702456293100003,13 - Climate change,-9033.420940033979
Previous,"Flying Garden Co., Ltd.",Restaurants,17.5413880425,03 - Health,-365.568114490791
Previous,"Flying Garden Co., Ltd.",Restaurants,17.5413880425,13 - Climate change,-959.6397070756291
Previous,"ZhuZhou QianJin Pharmaceutical Co.,Ltd",Pharmaceuticals,519.098604,03 - Health,13851505.23023876
Previous,"ZhuZhou QianJin Pharmaceutical Co.,Ltd",Pharmaceuticals,519.098604,13 - Climate change,-2469.9636560001823
Previous,CIPHER PHARMACEUTICALS INC.,Pharmaceuticals,19.344647078300003,03 - Health,-330.24959207400326
Previous,CIPHER PHARMACEUTICALS INC.,Pharmaceuticals,19.344647078300003,13 - Climate change,-2063.875424998267
Previous,National Pharmaceutical Industries Company SAOG,Pharmaceuticals,14.283885,03 - Health,78061841.26089408
Previous,National Pharmaceutical Industries Company SAOG,Pharmaceuticals,14.283885,13 - Climate change,-1298.3303554794554
Previous,"Guizhou Yibai Pharmaceutical Co., Ltd.",Pharmaceuticals,593.4569415999998,03 - Health,11182338.274260936
Previous,"Guizhou Yibai Pharmaceutical Co., Ltd.",Pharmaceuticals,593.4569415999998,13 - Climate change,-2641.299950000189
Previous,MNC MEDIA INVESTMENT LTD,Technology,,03 - Health,-13.195113336777482
Previous,MNC MEDIA INVESTMENT LTD,Technology,,13 - Climate change,-2165.9534681235086
Previous,Captor Capital Corp.,Pharmaceuticals,5.824608927660002,03 - Health,-324.32031632854455
Previous,Captor Capital Corp.,Pharmaceuticals,5.824608927660002,13 - Climate change,-12704.250175978366
Previous,"Zhejiang CONBA Pharmaceutical Co., Ltd.",Pharmaceuticals,1737.7794439999998,03 - Health,10207187.605096085
Previous,"Zhejiang CONBA Pharmaceutical Co., Ltd.",Pharmaceuticals,1737.7794439999998,13 - Climate change,-1981.791744000028
Previous,DELTA 9 CANNABIS INC.,Pharmaceuticals,40.0926638632,03 - Health,-324.32031632854455
Previous,DELTA 9 CANNABIS INC.,Pharmaceuticals,40.0926638632,13 - Climate change,-6636.603169989164
Previous,"Jianmin Pharmaceutical Group Co., Ltd.",Pharmaceuticals,558.8446256,03 - Health,-324.32031632854455
Previous,"Jianmin Pharmaceutical Group Co., Ltd.",Pharmaceuticals,558.8446256,13 - Climate change,-1783.780522000171
Previous,BIOELECTRONICS CORPORATION,Pharmaceuticals,31.3752,03 - Health,-324.3203163285446
Previous,BIOELECTRONICS CORPORATION,Pharmaceuticals,31.3752,13 - Climate change,-6563.866587
Previous,"SYN-TECH Chemical & Pharmaceutical Co., Ltd.",Pharmaceuticals,77.413664107,03 - Health,78238336.58618076
Previous,"SYN-TECH Chemical & Pharmaceutical Co., Ltd.",Pharmaceuticals,77.413664107,13 - Climate change,-3958.1531609999997
Previous,"Syngen Biotech Co., Ltd.",Pharmaceuticals,97.63849799899998,03 - Health,6215607.5519275265
Previous,"Syngen Biotech Co., Ltd.",Pharmaceuticals,97.63849799899998,13 - Climate change,-2259.075933
Previous,Bank of Sharjah PSC,Banks,360.181458,03 - Health,-413.4495575797746
Previous,Bank of Sharjah PSC,Banks,360.181458,13 - Climate change,-278.0461545069807
Previous,"Joint-Stock Commercial Bank ""AK BARS"" (Public Joint-Stock Company)",Banks,,03 - Health,-191.51934805679954
Previous,"Joint-Stock Commercial Bank ""AK BARS"" (Public Joint-Stock Company)",Banks,,13 - Climate change,-985.7147830156429
Previous,THE BANK OF MAHARASHTRA LIMITED,Banks,727.0129387200002,03 - Health,-191.51934805679954
Previous,THE BANK OF MAHARASHTRA LIMITED,Banks,727.0129387200002,13 - Climate change,-525.6317311709396
Previous,"Mayinglong Pharmaceutical Group Co., Ltd.",Pharmaceuticals,1246.3060908,03 - Health,14247928.237933401
Previous,"Mayinglong Pharmaceutical Group Co., Ltd.",Pharmaceuticals,1246.3060908,13 - Climate change,-1681.2997510001137
Previous,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Pharmaceuticals,,03 - Health,-324.32031632854455
Previous,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Pharmaceuticals,,13 - Climate change,-1298.3303554794556
Previous,LUYE PHARMA GROUP LTD.,Pharmaceuticals,1474.729272,03 - Health,125930964.56579138
Previous,LUYE PHARMA GROUP LTD.,Pharmaceuticals,1474.729272,13 - Climate change,-1704.0394494664224
Previous,"THERAGEN ETEX CO.,LTD.",Pharmaceuticals,285.905044025,03 - Health,9028465.661230173
Previous,"THERAGEN ETEX CO.,LTD.",Pharmaceuticals,285.905044025,13 - Climate change,-1840.6882349997486
Previous,"SHANGHAI SHYNDEC PHARMACEUTICAL CO., LTD.",Pharmaceuticals,1402.0615127999995,03 - Health,77589478.75936854
Previous,"SHANGHAI SHYNDEC PHARMACEUTICAL CO., LTD.",Pharmaceuticals,1402.0615127999995,13 - Climate change,-1865.7111089999707
Previous,DIGIRAD CORPORATION,Health Care Services,17.2261,03 - Health,42128987.95401078
Previous,DIGIRAD CORPORATION,Health Care Services,17.2261,13 - Climate change,-1062.4442078294435
Previous,PANION & BF BIOTECH INC.,Pharmaceuticals,217.849962861,03 - Health,37104311.553157546
Previous,PANION & BF BIOTECH INC.,Pharmaceuticals,217.849962861,13 - Climate change,-2229.3263739999998
Previous,ZHEJIANG NHU COMPANY LTD.,Pharmaceuticals,10388.992164,03 - Health,-264.2878608038902
Previous,ZHEJIANG NHU COMPANY LTD.,Pharmaceuticals,10388.992164,13 - Climate change,-2483.256676000021
Previous,Gol Intelligent Airlines Inc.,Airlines,2194.8632575,03 - Health,-332.50438031305134
Previous,Gol Intelligent Airlines Inc.,Airlines,2194.8632575,13 - Climate change,-41936.854288630944
Previous,Diversified Royalty Corp.,Restaurants,222.425384309,03 - Health,-365.568114490791
Previous,Diversified Royalty Corp.,Restaurants,222.425384309,13 - Climate change,-2167.670704051401
Previous,TENCENT HOLDINGS LIMITED,Technology,688542.8166,03 - Health,-14.336186305346493
Previous,TENCENT HOLDINGS LIMITED,Technology,688542.8166,13 - Climate change,-639.7941208239553
Previous,"Towa Food Service Co., Ltd.",Restaurants,89.6260571925,03 - Health,-365.568114490791
Previous,"Towa Food Service Co., Ltd.",Restaurants,89.6260571925,13 - Climate change,-1536.5093772033188
Previous,DAH SING BANKING GROUP LIMITED,Banks,1436.098932,03 - Health,-70.8079722456884
Previous,DAH SING BANKING GROUP LIMITED,Banks,1436.098932,13 - Climate change,-403.3406525124864
Previous,SOLOCAL GROUP SA,Technology,386.6550732,03 - Health,-21.038893944034577
Previous,SOLOCAL GROUP SA,Technology,386.6550732,13 - Climate change,-385.30163548684027
Previous,"YIFAN PHARMACEUTICAL CO.,LTD.",Pharmaceuticals,3303.516584,03 - Health,73848588.48386617
Previous,"YIFAN PHARMACEUTICAL CO.,LTD.",Pharmaceuticals,3303.516584,13 - Climate change,-2525.1991429999953
Previous,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",Pharmaceuticals,913.2153076,03 - Health,19149630.287596043
Previous,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",Pharmaceuticals,913.2153076,13 - Climate change,-2080.324296999978
Previous,Sosei Group Corporation,Pharmaceuticals,1334.92547775,03 - Health,77600737.77427176
Previous,Sosei Group Corporation,Pharmaceuticals,1334.92547775,13 - Climate change,-718.2341255
Previous,VECTURA GROUP PLC,Pharmaceuticals,980.26068525,03 - Health,28691617.286483917
Previous,VECTURA GROUP PLC,Pharmaceuticals,980.26068525,13 - Climate change,-683.0355720616077
Previous,Investor.BG AD,Technology,48.305522627200006,03 - Health,-13.195113336777482
Previous,Investor.BG AD,Technology,48.305522627200006,13 - Climate change,-374.5562273459865
Previous,VERITAS INVESTMENTS LIMITED,Restaurants,3.6475640767799993,03 - Health,-365.568114490791
Previous,VERITAS INVESTMENTS LIMITED,Restaurants,3.6475640767799993,13 - Climate change,-1801.2846747436138
Previous,BANK ALFALAH LIMITED,Banks,405.432019328,03 - Health,-545.8719342190016
Previous,BANK ALFALAH LIMITED,Banks,405.432019328,13 - Climate change,-543.1511863075604
Previous,Banque Centrale Populaire SA,Banks,5282.765309,03 - Health,-335.3268414678107
Previous,Banque Centrale Populaire SA,Banks,5282.765309,13 - Climate change,-371.3052375312531
Previous,The Jordanian Pharmaceutical Manufacturing Co.,Pharmaceuticals,8.56836225,03 - Health,78460768.61955136
Previous,The Jordanian Pharmaceutical Manufacturing Co.,Pharmaceuticals,8.56836225,13 - Climate change,-1679.7553630023872
Previous,Bank of Palestine PLC,Banks,343.332,03 - Health,-191.51934805679954
Previous,Bank of Palestine PLC,Banks,343.332,13 - Climate change,-477.5724628683576
Previous,CREDIT BANK OF MOSCOW (public joint-stock company),Banks,2950.2467244000004,03 - Health,-458.2796528057569
Previous,CREDIT BANK OF MOSCOW (public joint-stock company),Banks,2950.2467244000004,13 - Climate change,-164.6750622650547
Previous,National Bank of Umm Al-Qaiwain (PSC),Banks,1006.221216,03 - Health,-191.51934805679957
Previous,National Bank of Umm Al-Qaiwain (PSC),Banks,1006.221216,13 - Climate change,-238.3654240563942
Previous,National Bank of Malawi,Banks,412.14900776,03 - Health,-191.51934805679954
Previous,National Bank of Malawi,Banks,412.14900776,13 - Climate change,-177.10367648622392
Previous,National Bank of Fujairah PJSC,Banks,2596.00445546,03 - Health,-191.51934805679954
Previous,National Bank of Fujairah PJSC,Banks,2596.00445546,13 - Climate change,-171.33859649697607
Previous,The National Bank of Ras Al Khaimah (P.S.C),Banks,1779.5087543999996,03 - Health,-396.1170876403328
Previous,The National Bank of Ras Al Khaimah (P.S.C),Banks,1779.5087543999996,13 - Climate change,-220.45991569179597
Previous,United Arab Bank PJSC,Banks,476.73269306,03 - Health,-191.51934805679954
Previous,United Arab Bank PJSC,Banks,476.73269306,13 - Climate change,-300.2364974972504
Previous,"ES BANCSHARES, INC.",Banks,28.9202,03 - Health,-191.51934805679957
Previous,"ES BANCSHARES, INC.",Banks,28.9202,13 - Climate change,-177.10367648622392
Previous,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,330.58016485,03 - Health,85356499.14747652
Previous,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,330.58016485,13 - Climate change,-2561.347489999587
Previous,Oberbank AG,Banks,3327.8389056,03 - Health,-191.51934805679954
Previous,Oberbank AG,Banks,3327.8389056,13 - Climate change,-290.4516902141921
Previous,"TEXAS ROADHOUSE, INC.",Restaurants,5492.6,03 - Health,-409.344449033823
Previous,"TEXAS ROADHOUSE, INC.",Restaurants,5492.6,13 - Climate change,-3047.7652910007578
Previous,Oishi Group Public Company Limited,Restaurants,494.51235,03 - Health,-365.56811449079095
Previous,Oishi Group Public Company Limited,Restaurants,494.51235,13 - Climate change,-1801.2846747436138
Previous,"INNOVIVA, INC.",Pharmaceuticals,1256.25,03 - Health,19004534.34368033
Previous,"INNOVIVA, INC.",Pharmaceuticals,1256.25,13 - Climate change,-655.3642335
Previous,PHARMESIS INTERNATIONAL LTD.,Pharmaceuticals,4.87494039,03 - Health,27950508.534676466
Previous,PHARMESIS INTERNATIONAL LTD.,Pharmaceuticals,4.87494039,13 - Climate change,-7825.497226022463
Previous,Acrux Ltd.,Pharmaceuticals,17.183404903800007,03 - Health,32807753.711073972
Previous,Acrux Ltd.,Pharmaceuticals,17.183404903800007,13 - Climate change,-3232.0586180000005
Previous,BIONET CORP.,Health Care Services,64.21921839,03 - Health,-38.512622508331376
Previous,BIONET CORP.,Health Care Services,64.21921839,13 - Climate change,-926.1505112949209
Previous,SUNIL HEALTHCARE LIMITED,Pharmaceuticals,2.1334696017,03 - Health,84642128.18010804
Previous,SUNIL HEALTHCARE LIMITED,Pharmaceuticals,2.1334696017,13 - Climate change,-5423.4522019999995
Previous,"PUBLIC JOINT STOCK COMPANY ""IBOX BANK""",Banks,,03 - Health,-191.51934805679954
Previous,"PUBLIC JOINT STOCK COMPANY ""IBOX BANK""",Banks,,13 - Climate change,-177.10367648622392
Previous,Sfinks Polska SA,Restaurants,2.7036009366000004,03 - Health,-365.568114490791
Previous,Sfinks Polska SA,Restaurants,2.7036009366000004,13 - Climate change,-1801.2846747436138
Previous,"Excite Japan Co., Ltd.",Technology,44.2249270728,03 - Health,-13.195113336777482
Previous,"Excite Japan Co., Ltd.",Technology,44.2249270728,13 - Climate change,-374.5562273459865
Previous,SIR Royalty Income Fund,Restaurants,19.6998465985,03 - Health,-365.56811449079095
Previous,SIR Royalty Income Fund,Restaurants,19.6998465985,13 - Climate change,-1801.2846747436138
Previous,ALLERGY THERAPEUTICS PLC,Pharmaceuticals,118.194195,03 - Health,-324.32031632854455
Previous,ALLERGY THERAPEUTICS PLC,Pharmaceuticals,118.194195,13 - Climate change,-955.769614
Previous,SAREUM HOLDINGS PLC,Pharmaceuticals,22.546052725000006,03 - Health,156680166.42342806
Previous,SAREUM HOLDINGS PLC,Pharmaceuticals,22.546052725000006,13 - Climate change,-1298.3303554794554
Previous,Relentless Resources Ltd.,Pharmaceuticals,10.6281464773,03 - Health,-324.32031632854455
Previous,Relentless Resources Ltd.,Pharmaceuticals,10.6281464773,13 - Climate change,-1298.3303554794556
Previous,Citibank del Peru S.A,Banks,,03 - Health,-191.51934805679954
Previous,Citibank del Peru S.A,Banks,,13 - Climate change,-177.10367648622392
Previous,Food Capitals Public Company Limited,Restaurants,278.38883639200003,03 - Health,-365.568114490791
Previous,Food Capitals Public Company Limited,Restaurants,278.38883639200003,13 - Climate change,-1801.2846747436138
Previous,ZENITH BANK PLC,Banks,2145.46872719,03 - Health,-282.27014209520235
Previous,ZENITH BANK PLC,Banks,2145.46872719,13 - Climate change,-379.5667601924742
Previous,INDOCO REMEDIES LIMITED,Pharmaceuticals,270.27478783000004,03 - Health,80903364.61394536
Previous,INDOCO REMEDIES LIMITED,Pharmaceuticals,270.27478783000004,13 - Climate change,-3276.630005
Previous,JcbNext Bhd.,Technology,45.903267424,03 - Health,-13.195113336777482
Previous,JcbNext Bhd.,Technology,45.903267424,13 - Climate change,-374.5562273459865
Previous,"Care Service Co., Ltd.",Health Care Services,15.25355694,03 - Health,-38.51262250833139
Previous,"Care Service Co., Ltd.",Health Care Services,15.25355694,13 - Climate change,-3793.5678945858517
Previous,Cal Bank Ltd.,Banks,75.72886532800001,03 - Health,-191.51934805679954
Previous,Cal Bank Ltd.,Banks,75.72886532800001,13 - Climate change,-485.49677590989603
Previous,RIGHTMOVE PLC,Technology,7508.868465000001,03 - Health,-8.220384721065518
Previous,RIGHTMOVE PLC,Technology,7508.868465000001,13 - Climate change,-67.92743216016774
Previous,DIAGNOSTICOS DA AMERICA S.A.,Health Care Services,8663.958116,03 - Health,89518756.7993775
Previous,DIAGNOSTICOS DA AMERICA S.A.,Health Care Services,8663.958116,13 - Climate change,-801.8854619118167
Previous,CRYSTAL VALLEY FINANCIAL CORPORATION,Banks,76.5406,03 - Health,-191.51934805679954
Previous,CRYSTAL VALLEY FINANCIAL CORPORATION,Banks,76.5406,13 - Climate change,-177.10367648622392
Previous,MANGALAM DRUGS AND ORGANICS LIMITED,Pharmaceuticals,6.730173831299998,03 - Health,83699310.71287337
Previous,MANGALAM DRUGS AND ORGANICS LIMITED,Pharmaceuticals,6.730173831299998,13 - Climate change,-1956.1699420000004
Previous,CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED,Pharmaceuticals,514.2493962,03 - Health,-736.0209413973103
Previous,CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED,Pharmaceuticals,514.2493962,13 - Climate change,-12553.570706110186
Previous,"LHC GROUP, INC.",Health Care Services,6642.75,03 - Health,5226146.313852926
Previous,"LHC GROUP, INC.",Health Care Services,6642.75,13 - Climate change,-324.226504249606
